id,metadata
787,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Childish Gambino""}"
1143,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Jenny Was A Friend Of Mine"", ""lastfm_artist"": ""The Killers""}"
491,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Blur"", ""lastfm_artist"": ""Imagine Dragons""}"
492,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""My Life"", ""lastfm_artist"": ""Imagine Dragons""}"
254,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Walking The Wire"", ""lastfm_artist"": ""Imagine Dragons""}"
493,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Enemy"", ""lastfm_artist"": ""Imagine Dragons""}"
368,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Jahaan Bedoone To"", ""lastfm_artist"": ""Ebi""}"
494,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""symphony"", ""lastfm_artist"": ""Imagine Dragons""}"
495,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""I Bet My Life"", ""lastfm_artist"": ""Imagine Dragons""}"
614,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Less I Know The Better"", ""lastfm_artist"": ""Tame Impala""}"
496,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Cutthroat"", ""lastfm_artist"": ""Imagine Dragons""}"
497,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Thief"", ""lastfm_artist"": ""Imagine Dragons""}"
498,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Waves"", ""lastfm_artist"": ""Imagine Dragons""}"
499,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Gold"", ""lastfm_artist"": ""Imagine Dragons""}"
500,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Boomerang"", ""lastfm_artist"": ""Imagine Dragons""}"
501,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""I'll Make It Up To You"", ""lastfm_artist"": ""Imagine Dragons""}"
502,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""I’m So Sorry"", ""lastfm_artist"": ""Imagine Dragons""}"
503,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Leave Me"", ""lastfm_artist"": ""Imagine Dragons""}"
504,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Next To Me"", ""lastfm_artist"": ""Imagine Dragons""}"
505,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Sirens"", ""lastfm_artist"": ""Imagine Dragons""}"
506,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Children of the Sky (a Starfield song)"", ""lastfm_artist"": ""Imagine Dragons""}"
507,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""They Don't Know You Like I Do"", ""lastfm_artist"": ""Imagine Dragons""}"
508,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Smoke And Mirrors"", ""lastfm_artist"": ""Imagine Dragons""}"
510,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Take Me To The Beach"", ""lastfm_artist"": ""Imagine Dragons""}"
511,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Whatever It Takes (Live in Vegas)"", ""lastfm_artist"": ""Imagine Dragons""}"
512,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Don't Forget Me"", ""lastfm_artist"": ""Imagine Dragons""}"
513,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Stuck"", ""lastfm_artist"": ""Imagine Dragons""}"
166,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Mardeh Tanhayeh Shab"", ""lastfm_artist"": ""Habib""}"
618,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Mr. Sandman"", ""lastfm_artist"": ""SYML""}"
691,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Light Show"", ""lastfm_artist"": ""Lil Peep & Meeting by Chance""}"
180,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Demons"", ""lastfm_artist"": ""Imagine Dragons""}"
370,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Kee Ashkato Pak Mikoneh"", ""lastfm_artist"": ""Ebi""}"
167,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Hezaran"", ""lastfm_artist"": ""Habib""}"
728,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Blanco White""}"
616,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Those Eyes"", ""lastfm_artist"": ""New West""}"
6613,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Feeding The Meatgrinder"", ""lastfm_artist"": ""Shadow of Intent""}"
617,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""luther"", ""lastfm_artist"": ""Kendrick Lamar""}"
4275,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Chris Grey""}"
373,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Payeez"", ""lastfm_artist"": ""Ebi""}"
372,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Abi"", ""lastfm_artist"": ""Ebi""}"
371,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Daryaie"", ""lastfm_artist"": ""Ebi""}"
620,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""You Get Me So High"", ""lastfm_artist"": ""The Neighbourhood""}"
621,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Like Him"", ""lastfm_artist"": ""Tyler, The Creator""}"
619,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""THE GREATEST"", ""lastfm_artist"": ""Billie Eilish""}"
1737,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Entwine""}"
623,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""No. 1 Party Anthem"", ""lastfm_artist"": ""Arctic Monkeys""}"
615,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Borderline"", ""lastfm_artist"": ""Tame Impala""}"
624,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Yeah Right"", ""lastfm_artist"": ""Joji""}"
622,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Can't Help Falling In Love"", ""lastfm_artist"": ""Elvis Presley""}"
718,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Scientist"", ""lastfm_artist"": ""Coldplay""}"
719,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Viva La Vida"", ""lastfm_artist"": ""Coldplay""}"
720,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Yellow"", ""lastfm_artist"": ""Coldplay""}"
722,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Sparks"", ""lastfm_artist"": ""Coldplay""}"
723,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Something Just Like This"", ""lastfm_artist"": ""Coldplay""}"
721,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Cold Cold Cold"", ""lastfm_artist"": ""Cage the Elephant""}"
724,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Hymn for the Weekend"", ""lastfm_artist"": ""Coldplay""}"
725,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Stone Cold Crazy"", ""lastfm_artist"": ""Queen""}"
726,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Paradise"", ""lastfm_artist"": ""Coldplay""}"
727,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Adventure Of A Lifetime"", ""lastfm_artist"": ""Coldplay""}"
729,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Daylight"", ""lastfm_artist"": ""Coldplay""}"
168,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Khabe Sorkhe Booseha"", ""lastfm_artist"": ""Habib""}"
247,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""What You Need"", ""lastfm_artist"": ""The Weeknd""}"
1549,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""I've Got You Under My Skin"", ""lastfm_artist"": ""Frank Sinatra""}"
375,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Afsar"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
692,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Save That Shit"", ""lastfm_artist"": ""Lil Peep""}"
376,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Dooset Dashtam"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
741,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Stromae""}"
377,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Koja Boodi"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
625,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Killer Queen"", ""lastfm_artist"": ""Queen""}"
379,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Kojaei"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
2081,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Be Man Fekr Kon"", ""lastfm_artist"": ""Dariush""}"
380,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Postchi"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
730,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Cold"", ""lastfm_artist"": ""Alfie Castley""}"
381,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Parooye Bi Ghayegh"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
732,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Chris Stapleton""}"
382,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Motasel"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
378,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Zendan"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
731,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Cold"", ""lastfm_artist"": ""Chris Stapleton""}"
191,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Chera Nemiraghsi"", ""lastfm_artist"": ""Vigen""}"
736,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""cold.""}"
742,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Selena Gomez""}"
733,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Clocks"", ""lastfm_artist"": ""Coldplay""}"
734,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Quiet Now"", ""lastfm_artist"": ""Cold""}"
788,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Nabi_MusiC""}"
789,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Birdy""}"
790,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Big Shaggy""}"
737,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Trouble"", ""lastfm_artist"": ""Coldplay""}"
738,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Fix You"", ""lastfm_artist"": ""Coldplay""}"
739,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""We All Fall In Love Sometimes"", ""lastfm_artist"": ""Coldplay""}"
852,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""High Infidelity"", ""lastfm_artist"": ""Taylor Swift""}"
743,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""In My Place"", ""lastfm_artist"": ""Coldplay""}"
740,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Yellow (Live in Buenos Aires)"", ""lastfm_artist"": ""Coldplay""}"
2656,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Land of the Free"", ""lastfm_artist"": ""Chris de Burgh""}"
7101,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Dave""}"
1144,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Somebody Told Me"", ""lastfm_artist"": ""The Killers""}"
627,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""DEUTSCHLAND"", ""lastfm_artist"": ""Rammstein""}"
248,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Die With A Smile"", ""lastfm_artist"": ""Lady Gaga & Bruno Mars""}"
384,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Ghatar"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
385,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Zarre Bin"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
626,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Hey You"", ""lastfm_artist"": ""Pink Floyd""}"
386,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Dele Man"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
3372,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""John Wayne"", ""lastfm_artist"": ""Cigarettes After Sex""}"
387,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Beraghsa"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
518,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""I Was Made For Lovin' You"", ""lastfm_artist"": ""Kiss""}"
388,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Rahayam Kon"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
389,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Ba Man Bemoon"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
390,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Lebase No"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
391,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Khaab"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
392,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Koli"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
250,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Careless Whisper"", ""lastfm_artist"": ""George Michael""}"
393,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Nafas Borideh"", ""lastfm_artist"": ""Mohsen Chavoshi Ft. Farzad Farzin""}"
64,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Shame Mahtab"", ""lastfm_artist"": ""Dariush""}"
394,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Sheydaei"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
249,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Fourth of July"", ""lastfm_artist"": ""Sufjan Stevens""}"
395,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Gheire Mamoli"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
628,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Salvatore"", ""lastfm_artist"": ""Lana Del Rey""}"
396,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Zendan"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
517,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Not Like Us"", ""lastfm_artist"": ""Kendrick Lamar""}"
397,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Bist Hezar Arezoo"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
516,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Mohreye Mar"", ""lastfm_artist"": ""Saeed Asayesh""}"
398,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Desiree"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
383,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Ajab Oumadi"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
399,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Dore Akhar"", ""lastfm_artist"": ""Mohsen Chavoshi""}"
170,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""No Surprise"", ""lastfm_artist"": ""Radiohead""}"
6783,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""We Shall Sail Together (Original Game Soundtrack)"", ""lastfm_artist"": ""Sea of Thieves""}"
2082,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Horace Andy""}"
629,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Man Who Sold The World"", ""lastfm_artist"": ""Nirvana""}"
401,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Sefr"", ""lastfm_artist"": ""Mehrad Hidden""}"
402,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Raftam"", ""lastfm_artist"": ""Mehrad Hidden""}"
403,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Rakab"", ""lastfm_artist"": ""Mehrad Hidden""}"
1145,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""No Time For Caution"", ""lastfm_artist"": ""Hans Zimmer""}"
404,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Lalai"", ""lastfm_artist"": ""Mehrad Hidden & Moody Moussavi""}"
631,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Forget Her"", ""lastfm_artist"": ""Jeff Buckley""}"
405,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Psycho Salam"", ""lastfm_artist"": ""Mehrad Hidden & Moody Moussavi""}"
746,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Back to You"", ""lastfm_artist"": ""Selena Gomez""}"
406,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Shanbe"", ""lastfm_artist"": ""Mehrad Hidden & Moody Moussavi""}"
411,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Baare Akhar (Live)"", ""lastfm_artist"": ""Mehrad Hidden""}"
407,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Oon Rooz Hichvaght Nemiad"", ""lastfm_artist"": ""Mehrad Hidden""}"
857,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Phoebe Bridgers""}"
408,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Naa Ashna"", ""lastfm_artist"": ""Mehrad Hidden""}"
643,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Bitab"", ""lastfm_artist"": ""Bozorg""}"
409,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Dan Dan"", ""lastfm_artist"": ""Mehrad Hidden & Moody Moussavi""}"
747,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""People You Know"", ""lastfm_artist"": ""Selena Gomez""}"
854,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""We Are Never Ever Getting Back Together"", ""lastfm_artist"": ""Taylor Swift""}"
693,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Brightside"", ""lastfm_artist"": ""Lil Peep""}"
410,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Sabok"", ""lastfm_artist"": ""Mehrad Hidden""}"
855,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""So High School"", ""lastfm_artist"": ""Taylor Swift""}"
744,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Love You Like A Love Song"", ""lastfm_artist"": ""Selena Gomez & The Scene""}"
630,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Zemestoon"", ""lastfm_artist"": ""Afshin Moghaddam""}"
745,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Love You Like A Love Song"", ""lastfm_artist"": ""Selena Gomez""}"
856,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Mastermind"", ""lastfm_artist"": ""Taylor Swift""}"
748,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Heart Wants What It Wants"", ""lastfm_artist"": ""Selena Gomez""}"
520,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""No Surprises"", ""lastfm_artist"": ""Radiohead""}"
519,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Sarzamine Madari"", ""lastfm_artist"": ""Fadaei""}"
749,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Lily""}"
414,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Save Your Tears"", ""lastfm_artist"": ""The Weeknd""}"
251,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Runaway"", ""lastfm_artist"": ""AURORA""}"
252,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Riptide"", ""lastfm_artist"": ""Vance Joy""}"
1146,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""One Life End Credits"", ""lastfm_artist"": ""Volker Bertelmann""}"
253,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""If I Killed Someone For You"", ""lastfm_artist"": ""Alec Benjamin""}"
412,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Call Out My Name"", ""lastfm_artist"": ""The Weeknd""}"
255,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Someday"", ""lastfm_artist"": ""OneRepublic""}"
256,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Half A Man"", ""lastfm_artist"": ""Dean Lewis""}"
422,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Moth To A Flame"", ""lastfm_artist"": ""Swedish House Mafia & The Weeknd""}"
257,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Clean Eyes (Acoustic)"", ""lastfm_artist"": ""SYML""}"
258,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""I'm So Sorry"", ""lastfm_artist"": ""Imagine Dragons""}"
421,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Open Hearts"", ""lastfm_artist"": ""The Weeknd""}"
259,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Only Love Can Hurt Like This (Slowed Down Version)"", ""lastfm_artist"": ""Paloma Faith""}"
1738,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""LCD Soundsystem""}"
260,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Le Tunnel D'Or"", ""lastfm_artist"": ""Aaron""}"
419,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Heartless"", ""lastfm_artist"": ""The Weeknd""}"
420,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""The Hills"", ""lastfm_artist"": ""The Weeknd""}"
413,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""After Hours"", ""lastfm_artist"": ""The Weeknd""}"
418,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Die For You"", ""lastfm_artist"": ""The Weeknd""}"
423,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Take My Breath"", ""lastfm_artist"": ""The Weeknd""}"
426,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Less Than Zero"", ""lastfm_artist"": ""The Weeknd""}"
424,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Moth To A Flame"", ""lastfm_artist"": ""Swedish House Mafia, The Weeknd""}"
694,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Broken Smile (My All)"", ""lastfm_artist"": ""Lil Peep""}"
417,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Wicked Games"", ""lastfm_artist"": ""The Weeknd""}"
427,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Cry For Me"", ""lastfm_artist"": ""The Weeknd""}"
430,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Faith"", ""lastfm_artist"": ""The Weeknd""}"
431,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Often"", ""lastfm_artist"": ""The Weeknd""}"
428,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Reflections Laughing"", ""lastfm_artist"": ""The Weeknd""}"
432,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""In The Night"", ""lastfm_artist"": ""The Weeknd""}"
429,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Starboy"", ""lastfm_artist"": ""The Weeknd""}"
261,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""From the Inside"", ""lastfm_artist"": ""Linkin Park""}"
793,"{""lastfm_kind"": ""artist"", ""cover_source"": ""fanart"", ""lastfm_artist"": ""Ebi musicshik.com""}"
174,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Marg E Ghoo"", ""lastfm_artist"": ""Habib""}"
173,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Nafas"", ""lastfm_artist"": ""Habib""}"
178,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Sedaye Faryad"", ""lastfm_artist"": ""Habib""}"
179,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Khodavanda"", ""lastfm_artist"": ""Habib""}"
175,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Atash"", ""lastfm_artist"": ""Habib""}"
176,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Shahlaye Man"", ""lastfm_artist"": ""Habib""}"
442,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Blinding Lights"", ""lastfm_artist"": ""The Weeknd""}"
1550,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Wildflower and Barley"", ""lastfm_artist"": ""Hozier""}"
437,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Angel"", ""lastfm_artist"": ""The Weeknd""}"
435,"{""lastfm_kind"": ""track"", ""lastfm_title"": ""Nothing Is Lost (You Give Me Strength)"", ""lastfm_artist"": ""The Weeknd""}"
